Date - Heure;Date;Heure;Code INSEE région;Région;Consommation brute gaz (MW PCS 0°C) - GRTgaz;Statut - GRTgaz;Consommation brute gaz (MW PCS 0°C) - Teréga;Statut - Teréga;Consommation brute gaz totale (MW PCS 0°C);Consommation brute électricité (MW) - RTE;Statut - RTE;Consommation brute totale (MW);flag_ignore
2022-09-11T05:30:00+02:00;2022-09-11;05:30;28;Normandie;;;;;;1913;Consolidé;;non
2022-09-11T07:30:00+02:00;2022-09-11;07:30;28;Normandie;;;;;;2010;Consolidé;;non
2022-09-11T10:30:00+02:00;2022-09-11;10:30;28;Normandie;;;;;;2050;Consolidé;;non
2022-09-11T11:30:00+02:00;2022-09-11;11:30;28;Normandie;;;;;;2336;Consolidé;;non
2022-09-11T13:00:00+02:00;2022-09-11;13:00;28;Normandie;3102;Redressé;;;3102;2303;Consolidé;5405;non
2022-09-11T16:00:00+02:00;2022-09-11;16:00;28;Normandie;3065;Redressé;;;3065;2039;Consolidé;5104;non
2022-09-11T20:00:00+02:00;2022-09-11;20:00;28;Normandie;3165;Redressé;;;3165;2351;Consolidé;5516;non
2022-09-11T21:00:00+02:00;2022-09-11;21:00;28;Normandie;3121;Redressé;;;3121;2540;Consolidé;5661;non
2022-09-11T22:30:00+02:00;2022-09-11;22:30;28;Normandie;;;;;;2404;Consolidé;;non
2022-09-12T01:30:00+02:00;2022-09-12;01:30;28;Normandie;;;;;;2032;Consolidé;;non
2022-09-12T02:00:00+02:00;2022-09-12;02:00;28;Normandie;3051;Redressé;;;3051;2082;Consolidé;5133;non
2022-09-12T04:00:00+02:00;2022-09-12;04:00;28;Normandie;3129;Redressé;;;3129;1929;Consolidé;5058;non
2022-09-12T06:00:00+02:00;2022-09-12;06:00;28;Normandie;3391;Redressé;;;3391;2414;Consolidé;5805;non
2022-09-12T06:30:00+02:00;2022-09-12;06:30;28;Normandie;;;;;;2790;Consolidé;;non
2022-09-12T07:00:00+02:00;2022-09-12;07:00;28;Normandie;3511;Redressé;;;3511;2533;Consolidé;6044;non
2022-09-12T09:00:00+02:00;2022-09-12;09:00;28;Normandie;3457;Redressé;;;3457;2732;Consolidé;6189;non
2022-09-12T11:00:00+02:00;2022-09-12;11:00;28;Normandie;3414;Redressé;;;3414;2796;Consolidé;6210;non
2022-09-12T15:00:00+02:00;2022-09-12;15:00;28;Normandie;3179;Redressé;;;3179;2678;Consolidé;5857;non
2022-09-12T16:00:00+02:00;2022-09-12;16:00;28;Normandie;3158;Redressé;;;3158;2541;Consolidé;5699;non
2022-09-12T17:00:00+02:00;2022-09-12;17:00;28;Normandie;3156;Redressé;;;3156;2598;Consolidé;5754;non
2022-09-12T18:00:00+02:00;2022-09-12;18:00;28;Normandie;3242;Redressé;;;3242;2693;Consolidé;5935;non
2022-09-12T21:30:00+02:00;2022-09-12;21:30;28;Normandie;;;;;;2445;Consolidé;;non
2022-09-13T00:00:00+02:00;2022-09-13;00:00;28;Normandie;3224;Redressé;;;3224;2481;Consolidé;5705;non
2022-09-13T01:00:00+02:00;2022-09-13;01:00;28;Normandie;3170;Redressé;;;3170;2319;Consolidé;5489;non
2022-09-13T02:30:00+02:00;2022-09-13;02:30;28;Normandie;;;;;;2124;Consolidé;;non
2022-09-13T05:00:00+02:00;2022-09-13;05:00;28;Normandie;3199;Redressé;;;3199;2194;Consolidé;5393;non
2022-09-13T08:00:00+02:00;2022-09-13;08:00;28;Normandie;3460;Redressé;;;3460;2728;Consolidé;6188;non
2022-09-13T08:30:00+02:00;2022-09-13;08:30;28;Normandie;;;;;;2762;Consolidé;;non
2022-09-13T10:00:00+02:00;2022-09-13;10:00;28;Normandie;3442;Redressé;;;3442;2833;Consolidé;6275;non
2022-09-13T12:00:00+02:00;2022-09-13;12:00;28;Normandie;3449;Redressé;;;3449;3014;Consolidé;6463;non
2022-09-13T19:00:00+02:00;2022-09-13;19:00;28;Normandie;3424;Redressé;;;3424;2775;Consolidé;6199;non
2022-09-13T19:30:00+02:00;2022-09-13;19:30;28;Normandie;;;;;;2818;Consolidé;;non
2022-09-13T20:30:00+02:00;2022-09-13;20:30;28;Normandie;;;;;;2791;Consolidé;;non
2022-09-13T23:00:00+02:00;2022-09-13;23:00;28;Normandie;3149;Redressé;;;3149;2689;Consolidé;5838;non
2022-09-14T01:30:00+02:00;2022-09-14;01:30;28;Normandie;;;;;;2320;Consolidé;;non
2022-09-14T05:00:00+02:00;2022-09-14;05:00;28;Normandie;3381;Redressé;;;3381;2221;Consolidé;5602;non
2022-09-14T08:00:00+02:00;2022-09-14;08:00;28;Normandie;3478;Redressé;;;3478;2729;Consolidé;6207;non
2022-09-14T11:00:00+02:00;2022-09-14;11:00;28;Normandie;3542;Redressé;;;3542;2918;Consolidé;6460;non
2022-09-14T13:30:00+02:00;2022-09-14;13:30;28;Normandie;;;;;;2773;Consolidé;;non
2022-09-14T15:30:00+02:00;2022-09-14;15:30;28;Normandie;;;;;;2700;Consolidé;;non
2022-09-14T20:00:00+02:00;2022-09-14;20:00;28;Normandie;3348;Redressé;;;3348;2754;Consolidé;6102;non
2022-09-14T21:00:00+02:00;2022-09-14;21:00;28;Normandie;3250;Redressé;;;3250;2793;Consolidé;6043;non
2022-09-14T22:00:00+02:00;2022-09-14;22:00;28;Normandie;3180;Redressé;;;3180;2865;Consolidé;6045;non
2022-09-15T00:30:00+02:00;2022-09-15;00:30;28;Normandie;;;;;;2349;Consolidé;;non
2022-09-15T03:30:00+02:00;2022-09-15;03:30;28;Normandie;;;;;;2103;Consolidé;;non
2022-09-15T04:30:00+02:00;2022-09-15;04:30;28;Normandie;;;;;;2224;Consolidé;;non
2022-09-15T06:00:00+02:00;2022-09-15;06:00;28;Normandie;3571;Redressé;;;3571;2508;Consolidé;6079;non
2022-09-15T13:30:00+02:00;2022-09-15;13:30;28;Normandie;;;;;;2797;Consolidé;;non
2022-09-15T14:00:00+02:00;2022-09-15;14:00;28;Normandie;3519;Redressé;;;3519;2768;Consolidé;6287;non
2022-09-15T14:30:00+02:00;2022-09-15;14:30;28;Normandie;;;;;;2719;Consolidé;;non
2022-09-15T16:30:00+02:00;2022-09-15;16:30;28;Normandie;;;;;;2650;Consolidé;;non
2022-09-15T18:30:00+02:00;2022-09-15;18:30;28;Normandie;;;;;;2834;Consolidé;;non
2022-09-15T19:30:00+02:00;2022-09-15;19:30;28;Normandie;;;;;;2696;Consolidé;;non
2022-09-15T21:00:00+02:00;2022-09-15;21:00;28;Normandie;3361;Redressé;;;3361;2741;Consolidé;6102;non
2022-09-25T23:00:00+02:00;2022-09-25;23:00;28;Normandie;3559;Redressé;;;3559;2497;Consolidé;6056;non
2022-09-26T15:30:00+02:00;2022-09-26;15:30;28;Normandie;;;;;;2322;Consolidé;;non
2022-09-26T17:00:00+02:00;2022-09-26;17:00;28;Normandie;3987;Redressé;;;3987;2330;Consolidé;6317;non
2022-09-26T17:30:00+02:00;2022-09-26;17:30;28;Normandie;;;;;;2916;Consolidé;;non
2022-09-26T18:00:00+02:00;2022-09-26;18:00;28;Normandie;4041;Redressé;;;4041;2852;Consolidé;6893;non
2022-09-27T03:30:00+02:00;2022-09-27;03:30;28;Normandie;;;;;;2355;Consolidé;;non
2022-09-27T05:30:00+02:00;2022-09-27;05:30;28;Normandie;;;;;;2648;Consolidé;;non
2022-09-27T07:30:00+02:00;2022-09-27;07:30;28;Normandie;;;;;;2909;Consolidé;;non
2022-09-27T08:00:00+02:00;2022-09-27;08:00;28;Normandie;4292;Redressé;;;4292;2941;Consolidé;7233;non
2022-09-27T09:30:00+02:00;2022-09-27;09:30;28;Normandie;;;;;;2979;Consolidé;;non
2022-09-27T10:30:00+02:00;2022-09-27;10:30;28;Normandie;;;;;;2964;Consolidé;;non
2022-09-27T12:30:00+02:00;2022-09-27;12:30;28;Normandie;;;;;;2919;Consolidé;;non
2022-09-27T17:30:00+02:00;2022-09-27;17:30;28;Normandie;;;;;;2847;Consolidé;;non
2022-09-27T23:30:00+02:00;2022-09-27;23:30;28;Normandie;;;;;;2670;Consolidé;;non
2022-09-28T02:30:00+02:00;2022-09-28;02:30;28;Normandie;;;;;;2236;Consolidé;;non
2022-09-28T03:30:00+02:00;2022-09-28;03:30;28;Normandie;;;;;;2219;Consolidé;;non
2022-09-28T04:00:00+02:00;2022-09-28;04:00;28;Normandie;3574;Redressé;;;3574;2220;Consolidé;5794;non
2022-09-28T04:30:00+02:00;2022-09-28;04:30;28;Normandie;;;;;;2356;Consolidé;;non
2022-09-28T10:30:00+02:00;2022-09-28;10:30;28;Normandie;;;;;;2938;Consolidé;;non
2022-09-28T12:30:00+02:00;2022-09-28;12:30;28;Normandie;;;;;;2951;Consolidé;;non
2022-09-28T14:30:00+02:00;2022-09-28;14:30;28;Normandie;;;;;;2641;Consolidé;;non
2022-09-28T17:00:00+02:00;2022-09-28;17:00;28;Normandie;3829;Redressé;;;3829;2634;Consolidé;6463;non
2022-09-28T19:00:00+02:00;2022-09-28;19:00;28;Normandie;3906;Redressé;;;3906;2931;Consolidé;6837;non
2022-09-28T20:00:00+02:00;2022-09-28;20:00;28;Normandie;3847;Redressé;;;3847;2856;Consolidé;6703;non
2022-09-28T21:00:00+02:00;2022-09-28;21:00;28;Normandie;3749;Redressé;;;3749;2833;Consolidé;6582;non
2022-09-28T22:00:00+02:00;2022-09-28;22:00;28;Normandie;3642;Redressé;;;3642;2827;Consolidé;6469;non
2022-09-29T02:00:00+02:00;2022-09-29;02:00;28;Normandie;3422;Redressé;;;3422;2396;Consolidé;5818;non
2022-09-29T05:30:00+02:00;2022-09-29;05:30;28;Normandie;;;;;;2669;Consolidé;;non
2022-09-29T07:00:00+02:00;2022-09-29;07:00;28;Normandie;4200;Redressé;;;4200;2924;Consolidé;7124;non
2022-09-29T07:30:00+02:00;2022-09-29;07:30;28;Normandie;;;;;;3174;Consolidé;;non
2022-09-29T08:00:00+02:00;2022-09-29;08:00;28;Normandie;4280;Redressé;;;4280;2909;Consolidé;7189;non
2022-09-29T11:30:00+02:00;2022-09-29;11:30;28;Normandie;;;;;;2971;Consolidé;;non
2022-09-29T13:30:00+02:00;2022-09-29;13:30;28;Normandie;;;;;;2729;Consolidé;;non
2022-09-29T20:30:00+02:00;2022-09-29;20:30;28;Normandie;;;;;;2621;Consolidé;;non
2022-09-29T22:30:00+02:00;2022-09-29;22:30;28;Normandie;;;;;;2737;Consolidé;;non
2022-09-29T23:30:00+02:00;2022-09-29;23:30;28;Normandie;;;;;;2536;Consolidé;;non
2022-09-30T01:00:00+02:00;2022-09-30;01:00;28;Normandie;2933;Redressé;;;2933;2522;Consolidé;5455;non
2022-09-30T03:30:00+02:00;2022-09-30;03:30;28;Normandie;;;;;;2167;Consolidé;;non
2022-09-30T09:00:00+02:00;2022-09-30;09:00;28;Normandie;4118;Redressé;;;4118;2998;Consolidé;7116;non
2022-09-30T10:00:00+02:00;2022-09-30;10:00;28;Normandie;3845;Redressé;;;3845;2926;Consolidé;6771;non
2022-09-30T11:30:00+02:00;2022-09-30;11:30;28;Normandie;;;;;;2947;Consolidé;;non
2022-09-30T14:00:00+02:00;2022-09-30;14:00;28;Normandie;3273;Redressé;;;3273;2721;Consolidé;5994;non
2022-09-30T14:30:00+02:00;2022-09-30;14:30;28;Normandie;;;;;;2457;Consolidé;;non
2022-09-30T19:00:00+02:00;2022-09-30;19:00;28;Normandie;3496;Redressé;;;3496;2723;Consolidé;6219;non
2022-09-30T20:00:00+02:00;2022-09-30;20:00;28;Normandie;3452;Redressé;;;3452;2700;Consolidé;6152;non
2022-09-30T22:30:00+02:00;2022-09-30;22:30;28;Normandie;;;;;;2805;Consolidé;;non
2022-10-01T00:30:00+02:00;2022-10-01;00:30;28;Normandie;;;;;;2162;Consolidé;;non
2022-10-01T02:30:00+02:00;2022-10-01;02:30;28;Normandie;;;;;;2072;Consolidé;;non
2022-10-01T03:00:00+02:00;2022-10-01;03:00;28;Normandie;2698;Redressé;;;2698;2061;Consolidé;4759;non
2022-10-01T03:30:00+02:00;2022-10-01;03:30;28;Normandie;;;;;;2207;Consolidé;;non
2022-10-01T04:00:00+02:00;2022-10-01;04:00;28;Normandie;2708;Redressé;;;2708;2023;Consolidé;4731;non
2022-10-01T07:30:00+02:00;2022-10-01;07:30;28;Normandie;;;;;;2453;Consolidé;;non
2022-10-01T13:30:00+02:00;2022-10-01;13:30;28;Normandie;;;;;;2196;Consolidé;;non
2022-10-01T15:00:00+02:00;2022-10-01;15:00;28;Normandie;2788;Redressé;;;2788;2124;Consolidé;4912;non
2022-10-01T16:30:00+02:00;2022-10-01;16:30;28;Normandie;;;;;;2143;Consolidé;;non
2022-10-01T17:00:00+02:00;2022-10-01;17:00;28;Normandie;2854;Redressé;;;2854;2044;Consolidé;4898;non
2022-10-01T18:00:00+02:00;2022-10-01;18:00;28;Normandie;2945;Redressé;;;2945;2164;Consolidé;5109;non
2022-10-01T20:30:00+02:00;2022-10-01;20:30;28;Normandie;;;;;;2509;Consolidé;;non
2022-10-01T22:00:00+02:00;2022-10-01;22:00;28;Normandie;3083;Redressé;;;3083;2458;Consolidé;5541;non
2022-10-02T05:30:00+02:00;2022-10-02;05:30;28;Normandie;;;;;;1478;Consolidé;;non
2022-10-02T13:30:00+02:00;2022-10-02;13:30;28;Normandie;;;;;;1911;Consolidé;;non
2022-10-02T20:00:00+02:00;2022-10-02;20:00;28;Normandie;3246;Redressé;;;3246;2317;Consolidé;5563;non
2022-10-02T21:00:00+02:00;2022-10-02;21:00;28;Normandie;3183;Redressé;;;3183;2378;Consolidé;5561;non
2022-10-03T02:30:00+02:00;2022-10-03;02:30;28;Normandie;;;;;;1713;Consolidé;;non
2022-10-03T03:00:00+02:00;2022-10-03;03:00;28;Normandie;3007;Redressé;;;3007;1982;Consolidé;4989;non
2022-10-03T04:00:00+02:00;2022-10-03;04:00;28;Normandie;3102;Redressé;;;3102;1958;Consolidé;5060;non
2022-10-03T04:30:00+02:00;2022-10-03;04:30;28;Normandie;;;;;;1536;Consolidé;;non
2022-10-03T07:00:00+02:00;2022-10-03;07:00;28;Normandie;3655;Redressé;;;3655;2677;Consolidé;6332;non
2022-10-03T08:30:00+02:00;2022-10-03;08:30;28;Normandie;;;;;;3177;Consolidé;;non
2022-10-03T09:00:00+02:00;2022-10-03;09:00;28;Normandie;3542;Redressé;;;3542;2793;Consolidé;6335;non
2022-10-03T09:30:00+02:00;2022-10-03;09:30;28;Normandie;;;;;;2476;Consolidé;;non
2022-10-03T10:30:00+02:00;2022-10-03;10:30;28;Normandie;;;;;;2881;Consolidé;;non
2022-10-03T11:00:00+02:00;2022-10-03;11:00;28;Normandie;3439;Redressé;;;3439;2804;Consolidé;6243;non
2022-10-03T12:30:00+02:00;2022-10-03;12:30;28;Normandie;;;;;;2812;Consolidé;;non
2022-10-03T16:00:00+02:00;2022-10-03;16:00;28;Normandie;3090;Redressé;;;3090;2477;Consolidé;5567;non
2022-10-03T21:00:00+02:00;2022-10-03;21:00;28;Normandie;3091;Redressé;;;3091;2641;Consolidé;5732;non
2022-10-04T02:30:00+02:00;2022-10-04;02:30;28;Normandie;;;;;;2210;Consolidé;;non
2022-10-04T07:00:00+02:00;2022-10-04;07:00;28;Normandie;3751;Redressé;;;3751;2752;Consolidé;6503;non
2022-10-04T10:30:00+02:00;2022-10-04;10:30;28;Normandie;;;;;;2821;Consolidé;;non
2022-10-04T11:00:00+02:00;2022-10-04;11:00;28;Normandie;3401;Redressé;;;3401;2811;Consolidé;6212;non
2022-10-04T12:00:00+02:00;2022-10-04;12:00;28;Normandie;3323;Redressé;;;3323;2876;Consolidé;6199;non
2022-10-04T15:00:00+02:00;2022-10-04;15:00;28;Normandie;3081;Redressé;;;3081;2543;Consolidé;5624;non
2022-10-04T16:00:00+02:00;2022-10-04;16:00;28;Normandie;3066;Redressé;;;3066;2474;Consolidé;5540;non
2022-10-04T17:00:00+02:00;2022-10-04;17:00;28;Normandie;3076;Redressé;;;3076;2468;Consolidé;5544;non
2022-10-04T19:00:00+02:00;2022-10-04;19:00;28;Normandie;3079;Redressé;;;3079;2796;Consolidé;5875;non
2022-10-05T00:30:00+02:00;2022-10-05;00:30;28;Normandie;;;;;;2306;Consolidé;;non
2022-10-05T01:30:00+02:00;2022-10-05;01:30;28;Normandie;;;;;;2228;Consolidé;;non
2022-10-05T04:00:00+02:00;2022-10-05;04:00;28;Normandie;2860;Redressé;;;2860;2063;Consolidé;4923;non
2022-10-05T07:00:00+02:00;2022-10-05;07:00;28;Normandie;3523;Redressé;;;3523;2621;Consolidé;6144;non
2022-10-05T09:00:00+02:00;2022-10-05;09:00;28;Normandie;3380;Redressé;;;3380;2722;Consolidé;6102;non
2022-10-05T09:30:00+02:00;2022-10-05;09:30;28;Normandie;;;;;;2727;Consolidé;;non
2022-10-05T10:00:00+02:00;2022-10-05;10:00;28;Normandie;3226;Redressé;;;3226;2699;Consolidé;5925;non
2022-10-05T12:00:00+02:00;2022-10-05;12:00;28;Normandie;3077;Redressé;;;3077;2756;Consolidé;5833;non
2022-10-05T14:00:00+02:00;2022-10-05;14:00;28;Normandie;2935;Redressé;;;2935;2592;Consolidé;5527;non
2022-10-15T17:00:00+02:00;2022-10-15;17:00;28;Normandie;2743;Redressé;;;2743;2099;Consolidé;4842;non
2022-10-15T21:30:00+02:00;2022-10-15;21:30;28;Normandie;;;;;;2405;Consolidé;;non
2022-10-15T23:00:00+02:00;2022-10-15;23:00;28;Normandie;2638;Redressé;;;2638;2458;Consolidé;5096;non
2022-10-16T00:00:00+02:00;2022-10-16;00:00;28;Normandie;2603;Redressé;;;2603;2279;Consolidé;4882;non
2022-10-16T01:00:00+02:00;2022-10-16;01:00;28;Normandie;2588;Redressé;;;2588;2247;Consolidé;4835;non
2022-10-16T01:30:00+02:00;2022-10-16;01:30;28;Normandie;;;;;;2121;Consolidé;;non
2022-10-16T04:00:00+02:00;2022-10-16;04:00;28;Normandie;2734;Redressé;;;2734;1842;Consolidé;4576;non
2022-10-16T08:00:00+02:00;2022-10-16;08:00;28;Normandie;2993;Redressé;;;2993;2042;Consolidé;5035;non
2022-10-16T09:00:00+02:00;2022-10-16;09:00;28;Normandie;3013;Redressé;;;3013;2096;Consolidé;5109;non
2022-10-16T11:00:00+02:00;2022-10-16;11:00;28;Normandie;2905;Redressé;;;2905;2270;Consolidé;5175;non
2022-10-16T14:30:00+02:00;2022-10-16;14:30;28;Normandie;;;;;;2215;Consolidé;;non
2022-10-16T17:30:00+02:00;2022-10-16;17:30;28;Normandie;;;;;;2020;Consolidé;;non
2022-10-16T21:30:00+02:00;2022-10-16;21:30;28;Normandie;;;;;;2408;Consolidé;;non
2022-10-16T22:00:00+02:00;2022-10-16;22:00;28;Normandie;2689;Redressé;;;2689;2530;Consolidé;5219;non
2022-10-17T01:00:00+02:00;2022-10-17;01:00;28;Normandie;2822;Redressé;;;2822;2223;Consolidé;5045;non
2022-10-17T02:30:00+02:00;2022-10-17;02:30;28;Normandie;;;;;;2097;Consolidé;;non
2022-10-17T04:30:00+02:00;2022-10-17;04:30;28;Normandie;;;;;;1910;Consolidé;;non
2022-10-17T08:30:00+02:00;2022-10-17;08:30;28;Normandie;;;;;;2710;Consolidé;;non
2022-10-17T09:30:00+02:00;2022-10-17;09:30;28;Normandie;;;;;;2530;Consolidé;;non
2022-10-17T11:30:00+02:00;2022-10-17;11:30;28;Normandie;;;;;;2606;Consolidé;;non
2022-10-17T12:30:00+02:00;2022-10-17;12:30;28;Normandie;;;;;;2745;Consolidé;;non
2022-10-17T14:30:00+02:00;2022-10-17;14:30;28;Normandie;;;;;;2553;Consolidé;;non
2022-10-17T18:30:00+02:00;2022-10-17;18:30;28;Normandie;;;;;;2737;Consolidé;;non
2022-10-17T19:30:00+02:00;2022-10-17;19:30;28;Normandie;;;;;;2701;Consolidé;;non
2022-10-17T20:30:00+02:00;2022-10-17;20:30;28;Normandie;;;;;;2609;Consolidé;;non
2022-10-17T23:30:00+02:00;2022-10-17;23:30;28;Normandie;;;;;;2437;Consolidé;;non
2022-10-18T07:00:00+02:00;2022-10-18;07:00;28;Normandie;3690;Redressé;;;3690;2608;Consolidé;6298;non
2022-10-18T15:30:00+02:00;2022-10-18;15:30;28;Normandie;;;;;;2448;Consolidé;;non
2022-10-18T17:00:00+02:00;2022-10-18;17:00;28;Normandie;3217;Redressé;;;3217;2621;Consolidé;5838;non
2022-10-18T21:30:00+02:00;2022-10-18;21:30;28;Normandie;;;;;;2542;Consolidé;;non
2022-10-19T00:00:00+02:00;2022-10-19;00:00;28;Normandie;2883;Redressé;;;2883;2345;Consolidé;5228;non
2022-10-19T09:00:00+02:00;2022-10-19;09:00;28;Normandie;3623;Redressé;;;3623;2645;Consolidé;6268;non
2022-10-19T10:00:00+02:00;2022-10-19;10:00;28;Normandie;3500;Redressé;;;3500;2619;Consolidé;6119;non
2022-10-19T16:00:00+02:00;2022-10-19;16:00;28;Normandie;3102;Redressé;;;3102;2348;Consolidé;5450;non
2022-10-19T17:00:00+02:00;2022-10-19;17:00;28;Normandie;3161;Redressé;;;3161;2357;Consolidé;5518;non
2022-10-19T17:30:00+02:00;2022-10-19;17:30;28;Normandie;;;;;;2403;Consolidé;;non
2022-10-19T18:00:00+02:00;2022-10-19;18:00;28;Normandie;3293;Redressé;;;3293;2489;Consolidé;5782;non
2022-10-19T18:30:00+02:00;2022-10-19;18:30;28;Normandie;;;;;;2665;Consolidé;;non
2022-10-19T19:00:00+02:00;2022-10-19;19:00;28;Normandie;3369;Redressé;;;3369;2724;Consolidé;6093;non
2022-10-20T00:00:00+02:00;2022-10-20;00:00;28;Normandie;2756;Redressé;;;2756;2302;Consolidé;5058;non
2022-10-20T03:00:00+02:00;2022-10-20;03:00;28;Normandie;2778;Redressé;;;2778;1992;Consolidé;4770;non
2022-10-20T03:30:00+02:00;2022-10-20;03:30;28;Normandie;;;;;;1984;Consolidé;;non
2022-10-20T05:00:00+02:00;2022-10-20;05:00;28;Normandie;2959;Redressé;;;2959;2060;Consolidé;5019;non
2022-10-20T08:00:00+02:00;2022-10-20;08:00;28;Normandie;3589;Redressé;;;3589;2585;Consolidé;6174;non
2022-10-20T09:00:00+02:00;2022-10-20;09:00;28;Normandie;3579;Redressé;;;3579;2596;Consolidé;6175;non
2022-10-20T10:30:00+02:00;2022-10-20;10:30;28;Normandie;;;;;;2644;Consolidé;;non
2022-10-20T18:30:00+02:00;2022-10-20;18:30;28;Normandie;;;;;;2773;Consolidé;;non
2022-10-20T22:00:00+02:00;2022-10-20;22:00;28;Normandie;2859;Redressé;;;2859;2619;Consolidé;5478;non
2022-10-20T23:30:00+02:00;2022-10-20;23:30;28;Normandie;;;;;;2290;Consolidé;;non
2022-10-21T02:30:00+02:00;2022-10-21;02:30;28;Normandie;;;;;;2019;Consolidé;;non
2022-10-21T05:00:00+02:00;2022-10-21;05:00;28;Normandie;2991;Redressé;;;2991;2040;Consolidé;5031;non
2022-10-21T06:00:00+02:00;2022-10-21;06:00;28;Normandie;3205;Redressé;;;3205;2264;Consolidé;5469;non
2022-10-21T13:30:00+02:00;2022-10-21;13:30;28;Normandie;;;;;;2483;Consolidé;;non
2022-10-21T14:00:00+02:00;2022-10-21;14:00;28;Normandie;3128;Redressé;;;3128;2492;Consolidé;5620;non
2022-10-21T22:00:00+02:00;2022-10-21;22:00;28;Normandie;2975;Redressé;;;2975;2551;Consolidé;5526;non
2022-10-21T23:30:00+02:00;2022-10-21;23:30;28;Normandie;;;;;;2426;Consolidé;;non
2022-10-22T00:30:00+02:00;2022-10-22;00:30;28;Normandie;;;;;;2140;Consolidé;;non
2022-10-22T06:30:00+02:00;2022-10-22;06:30;28;Normandie;;;;;;2072;Consolidé;;non
2022-10-22T13:30:00+02:00;2022-10-22;13:30;28;Normandie;;;;;;2309;Consolidé;;non
2022-10-22T19:00:00+02:00;2022-10-22;19:00;28;Normandie;2831;Redressé;;;2831;2398;Consolidé;5229;non
2022-10-22T20:00:00+02:00;2022-10-22;20:00;28;Normandie;2734;Redressé;;;2734;2399;Consolidé;5133;non
2022-10-22T21:30:00+02:00;2022-10-22;21:30;28;Normandie;;;;;;2326;Consolidé;;non
2022-10-23T01:00:00+02:00;2022-10-23;01:00;28;Normandie;2690;Redressé;;;2690;2169;Consolidé;4859;non
2022-10-23T02:00:00+02:00;2022-10-23;02:00;28;Normandie;2711;Redressé;;;2711;2001;Consolidé;4712;non
2022-10-23T03:30:00+02:00;2022-10-23;03:30;28;Normandie;;;;;;1888;Consolidé;;non
2022-10-23T09:30:00+02:00;2022-10-23;09:30;28;Normandie;;;;;;1986;Consolidé;;non
2022-10-23T12:00:00+02:00;2022-10-23;12:00;28;Normandie;2836;Redressé;;;2836;2314;Consolidé;5150;non
2022-10-23T13:00:00+02:00;2022-10-23;13:00;28;Normandie;2724;Redressé;;;2724;2179;Consolidé;4903;non
2022-10-23T14:30:00+02:00;2022-10-23;14:30;28;Normandie;;;;;;2169;Consolidé;;non
2022-10-23T21:30:00+02:00;2022-10-23;21:30;28;Normandie;;;;;;2414;Consolidé;;non
2022-10-23T22:00:00+02:00;2022-10-23;22:00;28;Normandie;2716;Redressé;;;2716;2470;Consolidé;5186;non
2022-10-24T00:00:00+02:00;2022-10-24;00:00;28;Normandie;2777;Redressé;;;2777;2224;Consolidé;5001;non
2022-10-24T02:00:00+02:00;2022-10-24;02:00;28;Normandie;2737;Redressé;;;2737;2093;Consolidé;4830;non
2022-10-24T05:00:00+02:00;2022-10-24;05:00;28;Normandie;2934;Redressé;;;2934;2133;Consolidé;5067;non
2022-10-24T12:30:00+02:00;2022-10-24;12:30;28;Normandie;;;;;;2513;Consolidé;;non
2022-10-24T16:00:00+02:00;2022-10-24;16:00;28;Normandie;2988;Redressé;;;2988;2483;Consolidé;5471;non
2022-10-24T22:00:00+02:00;2022-10-24;22:00;28;Normandie;3025;Redressé;;;3025;2815;Consolidé;5840;non
2022-10-24T22:30:00+02:00;2022-10-24;22:30;28;Normandie;;;;;;2611;Consolidé;;non
2022-10-25T05:00:00+02:00;2022-10-25;05:00;28;Normandie;2831;Redressé;;;2831;2190;Consolidé;5021;non
2022-10-25T07:00:00+02:00;2022-10-25;07:00;28;Normandie;3375;Redressé;;;3375;2614;Consolidé;5989;non
2022-10-05T19:00:00+02:00;2022-10-05;19:00;28;Normandie;2997;Redressé;;;2997;2798;Consolidé;5795;non
2022-10-05T22:30:00+02:00;2022-10-05;22:30;28;Normandie;;;;;;2651;Consolidé;;non
2022-10-05T23:00:00+02:00;2022-10-05;23:00;28;Normandie;2691;Redressé;;;2691;2551;Consolidé;5242;non
2022-10-05T23:30:00+02:00;2022-10-05;23:30;28;Normandie;;;;;;2435;Consolidé;;non
2022-10-06T01:30:00+02:00;2022-10-06;01:30;28;Normandie;;;;;;2267;Consolidé;;non
2022-10-06T02:00:00+02:00;2022-10-06;02:00;28;Normandie;2812;Redressé;;;2812;2210;Consolidé;5022;non
2022-10-06T02:30:00+02:00;2022-10-06;02:30;28;Normandie;;;;;;2136;Consolidé;;non
2022-10-06T04:00:00+02:00;2022-10-06;04:00;28;Normandie;2925;Redressé;;;2925;2112;Consolidé;5037;non
2022-10-06T05:30:00+02:00;2022-10-06;05:30;28;Normandie;;;;;;2418;Consolidé;;non
2022-10-06T06:30:00+02:00;2022-10-06;06:30;28;Normandie;;;;;;2714;Consolidé;;non
2022-10-06T08:30:00+02:00;2022-10-06;08:30;28;Normandie;;;;;;2760;Consolidé;;non
2022-10-06T14:30:00+02:00;2022-10-06;14:30;28;Normandie;;;;;;2520;Consolidé;;non
2022-10-06T16:30:00+02:00;2022-10-06;16:30;28;Normandie;;;;;;2427;Consolidé;;non
